Date	Kind of Business	NAICS  Code	Number of Records	Value
1/1/2004 	Motor vehicle and parts dealers	441	1	61146
1/1/2004 	Automobile dealers	4411	1	52917
1/1/2004 	Automobile and other motor vehicle dealers	44114412	1	56235
1/1/2004 	New car dealers	44111	1	47864
1/1/2004 	Used car dealers	44112	1	5053
1/1/2004 	Automotive parts acc. and tire stores	4413	1	4911
1/1/2004 	Furniture and home furnishings stores	442	1	7651
1/1/2004 	Furniture home furn electronics and appliance stores	442443	1	14815
1/1/2004 	Furniture stores	4421	1	4365
1/1/2004 	Home furnishings stores	4422	1	3286
1/1/2004 	Floor covering stores	44221	1	1439
1/1/2004 	All other home furnishings stores	442299	1	1747
1/1/2004 	Electronics and appliance stores	443	1	7164
1/1/2004 	Appl.TV and other elect. stores	44311	1	5493
1/1/2004 	Household appliance stores	443111	1	1158
1/1/2004 	 Radio T.V. and other elect. stores	443112	1	4335
1/1/2004 	 Computer and software stores	44312	1	1443
1/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	18081
1/1/2004 	Building mat. and supplies dealers	4441	1	16526
1/1/2004 	Paint and wallpaper stores	44412	1	569
1/1/2004 	 Hardware stores	44413	1	1197
1/1/2004 	Food and beverage stores	445	1	39978
1/1/2004 	Grocery stores	4451	1	36475
1/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	34761
1/1/2004 	Beer wine and liquor stores	4453	1	2293
1/1/2004 	Health and personal care stores	446	1	16336
1/1/2004 	Pharmacies and drug stores	44611	1	14065
1/1/2004 	Gasoline stations	447	1	22773
1/1/2004 	Clothing and clothing access. stores	448	1	11790
1/1/2004 	Clothing stores	4481	1	8682
1/1/2004 	 Men's clothing stores	44811	1	574
1/1/2004 	Women's clothing stores	44812	1	2267
1/1/2004 	Family clothing stores	44814	1	4271
1/1/2004 	Other clothing stores	44819	1	762
1/1/2004 	Shoe stores	4482	1	1526
1/1/2004 	Jewelry stores	44831	1	1463
1/1/2004 	Sporting goods hobby book and music stores	451	1	6351
1/1/2004 	 Sporting goods stores	45111	1	1901
1/1/2004 	 Hobby toy and game stores	45112	1	962
1/1/2004 	Book stores	451211	1	2146
1/1/2004 	General merchandise stores	452	1	34374
1/1/2004 	Department stores (excl.L.D)	4521	1	14053
1/1/2004 	Department stores (incl. L.D.)(2)	4521	1	14437
1/1/2004 	Department stores(excl. discount department stores)	452111	1	5120
1/1/2004 	Department stores(excl. discount department stores)	452111	1	5303
1/1/2004 	Discount dept. stores	452112	1	8933
1/1/2004 	Discount dept. stores	452112	1	9134
1/1/2004 	Other general merchandise stores	4529	1	20321
1/1/2004 	Warehouse clubs and superstores	45291	1	17664
1/1/2004 	All other gen. merchandise stores	45299	1	2657
1/1/2004 	Miscellaneous store retailers	453	1	8001
1/1/2004 	Office supplies stationery and gift stores	4532	1	3151
1/1/2004 	Office supplies and stationery stores	45321	1	2066
1/1/2004 	Gift novelty and souvenir stores	45322	1	1085
1/1/2004 	Used merchandise stores	4533	1	734
1/1/2004 	Nonstore retailers	454	1	19206
1/1/2004 	Electronic shopping and mail-order houses	4541	1	11989
1/1/2004 	Fuel dealers	45431	1	4053
1/1/2004 	Food services and drinking places	722	1	28642
1/1/2004 	Full service restaurants	7221	1	13022
1/1/2004 	 Limited service eating places	7222	1	11817
1/1/2004 	Drinking places	7224	1	1444
2/1/2004 	 Retail and food services sales total		1	282478
2/1/2004 	GAFO(1)		1	72329
2/1/2004 	Retail sales and food services excl motor vehicle and parts		1	217248
2/1/2004 	Retail sales total		1	253723
2/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	188493
2/1/2004 	Motor vehicle and parts dealers	441	1	65230
2/1/2004 	Automobile dealers	4411	1	56122
2/1/2004 	Automobile and other motor vehicle dealers	44114412	1	60208
2/1/2004 	New car dealers	44111	1	50584
2/1/2004 	Used car dealers	44112	1	5538
2/1/2004 	Automotive parts acc. and tire stores	4413	1	5022
2/1/2004 	Furniture and home furnishings stores	442	1	7613
2/1/2004 	Furniture home furn electronics and appliance stores	442443	1	14564
2/1/2004 	Furniture stores	4421	1	4335
2/1/2004 	Home furnishings stores	4422	1	3278
2/1/2004 	Floor covering stores	44221	1	1523
2/1/2004 	All other home furnishings stores	442299	1	1657
2/1/2004 	Electronics and appliance stores	443	1	6951
2/1/2004 	Appl.TV and other elect. stores	44311	1	5389
2/1/2004 	Household appliance stores	443111	1	1147
2/1/2004 	 Radio T.V. and other elect. stores	443112	1	4242
2/1/2004 	 Computer and software stores	44312	1	1347
2/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	17862
2/1/2004 	Building mat. and supplies dealers	4441	1	16258
2/1/2004 	Paint and wallpaper stores	44412	1	582
2/1/2004 	 Hardware stores	44413	1	1138
2/1/2004 	Food and beverage stores	445	1	37184
2/1/2004 	Grocery stores	4451	1	33701
2/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	32066
2/1/2004 	Beer wine and liquor stores	4453	1	2219
2/1/2004 	Health and personal care stores	446	1	15649
2/1/2004 	Pharmacies and drug stores	44611	1	13341
2/1/2004 	Gasoline stations	447	1	22554
2/1/2004 	Clothing and clothing access. stores	448	1	13344
2/1/2004 	Clothing stores	4481	1	9133
2/1/2004 	 Men's clothing stores	44811	1	559
2/1/2004 	Women's clothing stores	44812	1	2402
2/1/2004 	Family clothing stores	44814	1	4594
2/1/2004 	Other clothing stores	44819	1	737
2/1/2004 	Shoe stores	4482	1	1737
2/1/2004 	Jewelry stores	44831	1	2346
2/1/2004 	Sporting goods hobby book and music stores	451	1	5366
2/1/2004 	 Sporting goods stores	45111	1	1888
2/1/2004 	 Hobby toy and game stores	45112	1	1045
2/1/2004 	Book stores	451211	1	1108
2/1/2004 	General merchandise stores	452	1	35920
2/1/2004 	Department stores (excl.L.D)	4521	1	15157
2/1/2004 	Department stores (incl. L.D.)(2)	4521	1	15574
2/1/2004 	Department stores(excl. discount department stores)	452111	1	5893
2/1/2004 	Department stores(excl. discount department stores)	452111	1	6098
2/1/2004 	Discount dept. stores	452112	1	9264
2/1/2004 	Discount dept. stores	452112	1	9476
2/1/2004 	Other general merchandise stores	4529	1	20763
2/1/2004 	Warehouse clubs and superstores	45291	1	17884
2/1/2004 	All other gen. merchandise stores	45299	1	2879
2/1/2004 	Miscellaneous store retailers	453	1	7805
2/1/2004 	Office supplies stationery and gift stores	4532	1	3135
2/1/2004 	Office supplies and stationery stores	45321	1	1829
2/1/2004 	Gift novelty and souvenir stores	45322	1	1306
2/1/2004 	Used merchandise stores	4533	1	704
2/1/2004 	Nonstore retailers	454	1	18245
2/1/2004 	Electronic shopping and mail-order houses	4541	1	11260
2/1/2004 	Fuel dealers	45431	1	3459
2/1/2004 	Food services and drinking places	722	1	28755
2/1/2004 	Full service restaurants	7221	1	12997
2/1/2004 	 Limited service eating places	7222	1	11955
2/1/2004 	Drinking places	7224	1	1412
3/1/2004 	 Retail and food services sales total		1	319111
3/1/2004 	GAFO(1)		1	77625
3/1/2004 	Retail sales and food services excl motor vehicle and parts		1	240449
3/1/2004 	Retail sales total		1	287978
3/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	209316
3/1/2004 	Motor vehicle and parts dealers	441	1	78662
3/1/2004 	Automobile dealers	4411	1	66693
3/1/2004 	Automobile and other motor vehicle dealers	44114412	1	72817
3/1/2004 	New car dealers	44111	1	60638
3/1/2004 	Used car dealers	44112	1	6055
3/1/2004 	Automotive parts acc. and tire stores	4413	1	5845
3/1/2004 	Furniture and home furnishings stores	442	1	8499
3/1/2004 	Furniture home furn electronics and appliance stores	442443	1	15721
3/1/2004 	Furniture stores	4421	1	4638
3/1/2004 	Home furnishings stores	4422	1	3861
3/1/2004 	Floor covering stores	44221	1	1814
3/1/2004 	All other home furnishings stores	442299	1	1931
3/1/2004 	Electronics and appliance stores	443	1	7222
3/1/2004 	Appl.TV and other elect. stores	44311	1	5439
3/1/2004 	Household appliance stores	443111	1	1277
3/1/2004 	 Radio T.V. and other elect. stores	443112	1	4162
3/1/2004 	 Computer and software stores	44312	1	1517
3/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	24942
3/1/2004 	Building mat. and supplies dealers	4441	1	21879
3/1/2004 	Paint and wallpaper stores	44412	1	757
3/1/2004 	 Hardware stores	44413	1	1421
3/1/2004 	Food and beverage stores	445	1	39604
3/1/2004 	Grocery stores	4451	1	35892
3/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	34081
3/1/2004 	Beer wine and liquor stores	4453	1	2398
3/1/2004 	Health and personal care stores	446	1	17170
3/1/2004 	Pharmacies and drug stores	44611	1	14506
3/1/2004 	Gasoline stations	447	1	25602
3/1/2004 	Clothing and clothing access. stores	448	1	14760
3/1/2004 	Clothing stores	4481	1	10893
3/1/2004 	 Men's clothing stores	44811	1	637
3/1/2004 	Women's clothing stores	44812	1	2915
3/1/2004 	Family clothing stores	44814	1	5614
3/1/2004 	Other clothing stores	44819	1	780
3/1/2004 	Shoe stores	4482	1	1977
3/1/2004 	Jewelry stores	44831	1	1766
3/1/2004 	Sporting goods hobby book and music stores	451	1	5880
3/1/2004 	 Sporting goods stores	45111	1	2287
3/1/2004 	 Hobby toy and game stores	45112	1	1125
3/1/2004 	Book stores	451211	1	1073
3/1/2004 	General merchandise stores	452	1	38278
3/1/2004 	Department stores (excl.L.D)	4521	1	16440
3/1/2004 	Department stores (incl. L.D.)(2)	4521	1	16888
3/1/2004 	Department stores(excl. discount department stores)	452111	1	6406
3/1/2004 	Department stores(excl. discount department stores)	452111	1	6618
3/1/2004 	Discount dept. stores	452112	1	10034
3/1/2004 	Discount dept. stores	452112	1	10270
3/1/2004 	Other general merchandise stores	4529	1	21838
3/1/2004 	Warehouse clubs and superstores	45291	1	18664
3/1/2004 	All other gen. merchandise stores	45299	1	3174
3/1/2004 	Miscellaneous store retailers	453	1	8164
3/1/2004 	Office supplies stationery and gift stores	4532	1	2986
3/1/2004 	Office supplies and stationery stores	45321	1	1823
3/1/2004 	Gift novelty and souvenir stores	45322	1	1163
3/1/2004 	Used merchandise stores	4533	1	753
3/1/2004 	Nonstore retailers	454	1	19195
3/1/2004 	Electronic shopping and mail-order houses	4541	1	12621
3/1/2004 	Fuel dealers	45431	1	2661
3/1/2004 	Food services and drinking places	722	1	31133
3/1/2004 	Full service restaurants	7221	1	13786
3/1/2004 	 Limited service eating places	7222	1	13268
3/1/2004 	Drinking places	7224	1	1501
4/1/2004 	 Retail and food services sales total		1	315223
4/1/2004 	GAFO(1)		1	77125
4/1/2004 	Retail sales and food services excl motor vehicle and parts		1	241971
4/1/2004 	Retail sales total		1	284357
4/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	211105
4/1/2004 	Motor vehicle and parts dealers	441	1	73252
4/1/2004 	Automobile dealers	4411	1	61142
4/1/2004 	Automobile and other motor vehicle dealers	44114412	1	67574
4/1/2004 	New car dealers	44111	1	55578
4/1/2004 	Used car dealers	44112	1	5564
4/1/2004 	Automotive parts acc. and tire stores	4413	1	5678
4/1/2004 	Furniture and home furnishings stores	442	1	7991
4/1/2004 	Furniture home furn electronics and appliance stores	442443	1	14637
4/1/2004 	Furniture stores	4421	1	4307
4/1/2004 	Home furnishings stores	4422	1	3684
4/1/2004 	Floor covering stores	44221	1	1749
4/1/2004 	All other home furnishings stores	442299	1	1820
4/1/2004 	Electronics and appliance stores	443	1	6646
4/1/2004 	Appl.TV and other elect. stores	44311	1	5008
4/1/2004 	Household appliance stores	443111	1	1203
4/1/2004 	 Radio T.V. and other elect. stores	443112	1	3805
4/1/2004 	 Computer and software stores	44312	1	1354
4/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	28261
4/1/2004 	Building mat. and supplies dealers	4441	1	23351
4/1/2004 	Paint and wallpaper stores	44412	1	780
4/1/2004 	 Hardware stores	44413	1	1636
4/1/2004 	Food and beverage stores	445	1	39857
4/1/2004 	Grocery stores	4451	1	35876
4/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	34064
4/1/2004 	Beer wine and liquor stores	4453	1	2553
4/1/2004 	Health and personal care stores	446	1	16542
4/1/2004 	Pharmacies and drug stores	44611	1	14034
4/1/2004 	Gasoline stations	447	1	26207
4/1/2004 	Clothing and clothing access. stores	448	1	15058
4/1/2004 	Clothing stores	4481	1	10974
4/1/2004 	 Men's clothing stores	44811	1	674
4/1/2004 	Women's clothing stores	44812	1	3023
4/1/2004 	Family clothing stores	44814	1	5612
4/1/2004 	Other clothing stores	44819	1	742
4/1/2004 	Shoe stores	4482	1	2127
4/1/2004 	Jewelry stores	44831	1	1829
4/1/2004 	Sporting goods hobby book and music stores	451	1	5614
4/1/2004 	 Sporting goods stores	45111	1	2221
4/1/2004 	 Hobby toy and game stores	45112	1	1082
4/1/2004 	Book stores	451211	1	1023
4/1/2004 	General merchandise stores	452	1	38899
4/1/2004 	Department stores (excl.L.D)	4521	1	16697
4/1/2004 	Department stores (incl. L.D.)(2)	4521	1	17151
4/1/2004 	Department stores(excl. discount department stores)	452111	1	6369
4/1/2004 	Department stores(excl. discount department stores)	452111	1	6579
4/1/2004 	Discount dept. stores	452112	1	10328
4/1/2004 	Discount dept. stores	452112	1	10572
4/1/2004 	Other general merchandise stores	4529	1	22202
4/1/2004 	Warehouse clubs and superstores	45291	1	19000
4/1/2004 	All other gen. merchandise stores	45299	1	3202
4/1/2004 	Miscellaneous store retailers	453	1	8281
4/1/2004 	Office supplies stationery and gift stores	4532	1	2917
4/1/2004 	Office supplies and stationery stores	45321	1	1615
4/1/2004 	Gift novelty and souvenir stores	45322	1	1302
4/1/2004 	Used merchandise stores	4533	1	702
4/1/2004 	Nonstore retailers	454	1	17749
4/1/2004 	Electronic shopping and mail-order houses	4541	1	12030
4/1/2004 	Fuel dealers	45431	1	2092
4/1/2004 	Food services and drinking places	722	1	30866
4/1/2004 	Full service restaurants	7221	1	13404
4/1/2004 	 Limited service eating places	7222	1	13334
4/1/2004 	Drinking places	7224	1	1450
5/1/2004 	 Retail and food services sales total		1	328445
5/1/2004 	GAFO(1)		1	80632
5/1/2004 	Retail sales and food services excl motor vehicle and parts		1	250954
5/1/2004 	Retail sales total		1	296290
5/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	218799
5/1/2004 	Motor vehicle and parts dealers	441	1	77491
5/1/2004 	Automobile dealers	4411	1	65214
5/1/2004 	Automobile and other motor vehicle dealers	44114412	1	71922
5/1/2004 	New car dealers	44111	1	59332
5/1/2004 	Used car dealers	44112	1	5882
5/1/2004 	Automotive parts acc. and tire stores	4413	1	5569
5/1/2004 	Furniture and home furnishings stores	442	1	8112
5/1/2004 	Furniture home furn electronics and appliance stores	442443	1	15235
5/1/2004 	Furniture stores	4421	1	4458
5/1/2004 	Home furnishings stores	4422	1	3654
5/1/2004 	Floor covering stores	44221	1	1646
5/1/2004 	All other home furnishings stores	442299	1	1893
5/1/2004 	Electronics and appliance stores	443	1	7123
5/1/2004 	Appl.TV and other elect. stores	44311	1	5496
5/1/2004 	Household appliance stores	443111	1	1290
5/1/2004 	 Radio T.V. and other elect. stores	443112	1	4206
5/1/2004 	 Computer and software stores	44312	1	1319
5/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	28431
5/1/2004 	Building mat. and supplies dealers	4441	1	23595
5/1/2004 	Paint and wallpaper stores	44412	1	807
5/1/2004 	 Hardware stores	44413	1	1801
5/1/2004 	Food and beverage stores	445	1	41918
5/1/2004 	Grocery stores	4451	1	37733
5/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	35785
5/1/2004 	Beer wine and liquor stores	4453	1	2685
5/1/2004 	Health and personal care stores	446	1	16528
5/1/2004 	Pharmacies and drug stores	44611	1	14025
5/1/2004 	Gasoline stations	447	1	28578
5/1/2004 	Clothing and clothing access. stores	448	1	15379
5/1/2004 	Clothing stores	4481	1	10998
5/1/2004 	 Men's clothing stores	44811	1	675
5/1/2004 	Women's clothing stores	44812	1	3005
5/1/2004 	Family clothing stores	44814	1	5679
5/1/2004 	Other clothing stores	44819	1	777
5/1/2004 	Shoe stores	4482	1	2007
5/1/2004 	Jewelry stores	44831	1	2230
5/1/2004 	Sporting goods hobby book and music stores	451	1	5694
5/1/2004 	 Sporting goods stores	45111	1	2305
5/1/2004 	 Hobby toy and game stores	45112	1	974
5/1/2004 	Book stores	451211	1	1113
5/1/2004 	General merchandise stores	452	1	41341
5/1/2004 	Department stores (excl.L.D)	4521	1	17467
5/1/2004 	Department stores (incl. L.D.)(2)	4521	1	17957
5/1/2004 	Department stores(excl. discount department stores)	452111	1	6694
5/1/2004 	Department stores(excl. discount department stores)	452111	1	6931
5/1/2004 	Discount dept. stores	452112	1	10773
5/1/2004 	Discount dept. stores	452112	1	11026
5/1/2004 	Other general merchandise stores	4529	1	23874
5/1/2004 	Warehouse clubs and superstores	45291	1	20590
5/1/2004 	All other gen. merchandise stores	45299	1	3284
5/1/2004 	Miscellaneous store retailers	453	1	9099
5/1/2004 	Office supplies stationery and gift stores	4532	1	2983
5/1/2004 	Office supplies and stationery stores	45321	1	1593
5/1/2004 	Gift novelty and souvenir stores	45322	1	1390
5/1/2004 	Used merchandise stores	4533	1	752
5/1/2004 	Nonstore retailers	454	1	16596
5/1/2004 	Electronic shopping and mail-order houses	4541	1	11706
5/1/2004 	Fuel dealers	45431	1	1661
5/1/2004 	Food services and drinking places	722	1	32155
5/1/2004 	Full service restaurants	7221	1	14130
5/1/2004 	 Limited service eating places	7222	1	13709
5/1/2004 	Drinking places	7224	1	1498
6/1/2004 	 Retail and food services sales total		1	321081
6/1/2004 	GAFO(1)		1	77964
6/1/2004 	Retail sales and food services excl motor vehicle and parts		1	245726
6/1/2004 	Retail sales total		1	289701
6/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	214346
6/1/2004 	Motor vehicle and parts dealers	441	1	75355
6/1/2004 	Automobile dealers	4411	1	62812
6/1/2004 	Automobile and other motor vehicle dealers	44114412	1	69485
6/1/2004 	New car dealers	44111	1	57264
6/1/2004 	Used car dealers	44112	1	5548
6/1/2004 	Automotive parts acc. and tire stores	4413	1	5870
6/1/2004 	Furniture and home furnishings stores	442	1	8443
6/1/2004 	Furniture home furn electronics and appliance stores	442443	1	15824
6/1/2004 	Furniture stores	4421	1	4573
6/1/2004 	Home furnishings stores	4422	1	3870
6/1/2004 	Floor covering stores	44221	1	1785
6/1/2004 	All other home furnishings stores	442299	1	1960
6/1/2004 	Electronics and appliance stores	443	1	7381
6/1/2004 	Appl.TV and other elect. stores	44311	1	5625
6/1/2004 	Household appliance stores	443111	1	1341
6/1/2004 	 Radio T.V. and other elect. stores	443112	1	4284
6/1/2004 	 Computer and software stores	44312	1	1424
6/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	28623
6/1/2004 	Building mat. and supplies dealers	4441	1	24738
6/1/2004 	Paint and wallpaper stores	44412	1	865
6/1/2004 	 Hardware stores	44413	1	1736
6/1/2004 	Food and beverage stores	445	1	40447
6/1/2004 	Grocery stores	4451	1	36362
6/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	34405
6/1/2004 	Beer wine and liquor stores	4453	1	2643
6/1/2004 	Health and personal care stores	446	1	16388
6/1/2004 	Pharmacies and drug stores	44611	1	13877
6/1/2004 	Gasoline stations	447	1	28403
6/1/2004 	Clothing and clothing access. stores	448	1	14237
6/1/2004 	Clothing stores	4481	1	10396
6/1/2004 	 Men's clothing stores	44811	1	657
6/1/2004 	Women's clothing stores	44812	1	2777
6/1/2004 	Family clothing stores	44814	1	5325
6/1/2004 	Other clothing stores	44819	1	824
6/1/2004 	Shoe stores	4482	1	1824
6/1/2004 	Jewelry stores	44831	1	1887
6/1/2004 	Sporting goods hobby book and music stores	451	1	6007
6/1/2004 	 Sporting goods stores	45111	1	2514
6/1/2004 	 Hobby toy and game stores	45112	1	1024
6/1/2004 	Book stores	451211	1	1207
6/1/2004 	General merchandise stores	452	1	38949
6/1/2004 	Department stores (excl.L.D)	4521	1	16282
6/1/2004 	Department stores (incl. L.D.)(2)	4521	1	16731
6/1/2004 	Department stores(excl. discount department stores)	452111	1	6188
6/1/2004 	Department stores(excl. discount department stores)	452111	1	6403
6/1/2004 	Discount dept. stores	452112	1	10094
6/1/2004 	Discount dept. stores	452112	1	10328
6/1/2004 	Other general merchandise stores	4529	1	22667
6/1/2004 	Warehouse clubs and superstores	45291	1	19567
6/1/2004 	All other gen. merchandise stores	45299	1	3100
6/1/2004 	Miscellaneous store retailers	453	1	8495
6/1/2004 	Office supplies stationery and gift stores	4532	1	2947
6/1/2004 	Office supplies and stationery stores	45321	1	1572
6/1/2004 	Gift novelty and souvenir stores	45322	1	1375
6/1/2004 	Used merchandise stores	4533	1	753
6/1/2004 	Nonstore retailers	454	1	16973
6/1/2004 	Electronic shopping and mail-order houses	4541	1	11840
6/1/2004 	Fuel dealers	45431	1	1667
6/1/2004 	Food services and drinking places	722	1	31380
6/1/2004 	Full service restaurants	7221	1	13764
6/1/2004 	 Limited service eating places	7222	1	13494
6/1/2004 	Drinking places	7224	1	1451
7/1/2004 	 Retail and food services sales total		1	328040
7/1/2004 	GAFO(1)		1	79772
7/1/2004 	Retail sales and food services excl motor vehicle and parts		1	249203
7/1/2004 	Retail sales total		1	294915
7/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	216078
7/1/2004 	Motor vehicle and parts dealers	441	1	78837
7/1/2004 	Automobile dealers	4411	1	66631
7/1/2004 	Automobile and other motor vehicle dealers	44114412	1	72936
7/1/2004 	New car dealers	44111	1	60858
7/1/2004 	Used car dealers	44112	1	5773
7/1/2004 	Automotive parts acc. and tire stores	4413	1	5901
7/1/2004 	Furniture and home furnishings stores	442	1	8895
7/1/2004 	Furniture home furn electronics and appliance stores	442443	1	16322
7/1/2004 	Furniture stores	4421	1	4846
7/1/2004 	Home furnishings stores	4422	1	4049
7/1/2004 	Floor covering stores	44221	1	1825
7/1/2004 	All other home furnishings stores	442299	1	2105
7/1/2004 	Electronics and appliance stores	443	1	7427
7/1/2004 	Appl.TV and other elect. stores	44311	1	5661
7/1/2004 	Household appliance stores	443111	1	1312
7/1/2004 	 Radio T.V. and other elect. stores	443112	1	4349
7/1/2004 	 Computer and software stores	44312	1	1455
7/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	26162
7/1/2004 	Building mat. and supplies dealers	4441	1	23341
7/1/2004 	Paint and wallpaper stores	44412	1	837
7/1/2004 	 Hardware stores	44413	1	1689
7/1/2004 	Food and beverage stores	445	1	42512
7/1/2004 	Grocery stores	4451	1	38170
7/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	36142
7/1/2004 	Beer wine and liquor stores	4453	1	2867
7/1/2004 	Health and personal care stores	446	1	16306
7/1/2004 	Pharmacies and drug stores	44611	1	13747
7/1/2004 	Gasoline stations	447	1	29286
7/1/2004 	Clothing and clothing access. stores	448	1	14667
7/1/2004 	Clothing stores	4481	1	10796
7/1/2004 	 Men's clothing stores	44811	1	639
7/1/2004 	Women's clothing stores	44812	1	2595
7/1/2004 	Family clothing stores	44814	1	5840
7/1/2004 	Other clothing stores	44819	1	790
7/1/2004 	Shoe stores	4482	1	1950
7/1/2004 	Jewelry stores	44831	1	1792
7/1/2004 	Sporting goods hobby book and music stores	451	1	6118
7/1/2004 	 Sporting goods stores	45111	1	2530
7/1/2004 	 Hobby toy and game stores	45112	1	1086
7/1/2004 	Book stores	451211	1	1172
7/1/2004 	General merchandise stores	452	1	39651
7/1/2004 	Department stores (excl.L.D)	4521	1	16454
7/1/2004 	Department stores (incl. L.D.)(2)	4521	1	16894
7/1/2004 	Department stores(excl. discount department stores)	452111	1	6049
7/1/2004 	Department stores(excl. discount department stores)	452111	1	6256
7/1/2004 	Discount dept. stores	452112	1	10405
7/1/2004 	Discount dept. stores	452112	1	10638
7/1/2004 	Other general merchandise stores	4529	1	23197
7/1/2004 	Warehouse clubs and superstores	45291	1	20099
7/1/2004 	All other gen. merchandise stores	45299	1	3098
7/1/2004 	Miscellaneous store retailers	453	1	8407
7/1/2004 	Office supplies stationery and gift stores	4532	1	3014
7/1/2004 	Office supplies and stationery stores	45321	1	1592
7/1/2004 	Gift novelty and souvenir stores	45322	1	1422
7/1/2004 	Used merchandise stores	4533	1	778
7/1/2004 	Nonstore retailers	454	1	16647
7/1/2004 	Electronic shopping and mail-order houses	4541	1	11655
7/1/2004 	Fuel dealers	45431	1	1680
7/1/2004 	Food services and drinking places	722	1	33125
7/1/2004 	Full service restaurants	7221	1	14680
7/1/2004 	 Limited service eating places	7222	1	14302
7/1/2004 	Drinking places	7224	1	1530
8/1/2004 	 Retail and food services sales total		1	326362
8/1/2004 	GAFO(1)		1	83126
8/1/2004 	Retail sales and food services excl motor vehicle and parts		1	249985
8/1/2004 	Retail sales total		1	294178
8/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	217801
8/1/2004 	Motor vehicle and parts dealers	441	1	76377
8/1/2004 	Automobile dealers	4411	1	65194
8/1/2004 	Automobile and other motor vehicle dealers	44114412	1	70514
8/1/2004 	New car dealers	44111	1	59246
8/1/2004 	Used car dealers	44112	1	5948
8/1/2004 	Automotive parts acc. and tire stores	4413	1	5863
8/1/2004 	Furniture and home furnishings stores	442	1	8883
8/1/2004 	Furniture home furn electronics and appliance stores	442443	1	16681
8/1/2004 	Furniture stores	4421	1	4786
8/1/2004 	Home furnishings stores	4422	1	4097
8/1/2004 	Floor covering stores	44221	1	1832
8/1/2004 	All other home furnishings stores	442299	1	2149
8/1/2004 	Electronics and appliance stores	443	1	7798
8/1/2004 	Appl.TV and other elect. stores	44311	1	5981
8/1/2004 	Household appliance stores	443111	1	1299
8/1/2004 	 Radio T.V. and other elect. stores	443112	1	4682
8/1/2004 	 Computer and software stores	44312	1	1526
8/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	25578
8/1/2004 	Building mat. and supplies dealers	4441	1	23253
8/1/2004 	Paint and wallpaper stores	44412	1	829
8/1/2004 	 Hardware stores	44413	1	1571
8/1/2004 	Food and beverage stores	445	1	40617
8/1/2004 	Grocery stores	4451	1	36607
8/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	34629
8/1/2004 	Beer wine and liquor stores	4453	1	2622
8/1/2004 	Health and personal care stores	446	1	16377
8/1/2004 	Pharmacies and drug stores	44611	1	13783
8/1/2004 	Gasoline stations	447	1	28729
8/1/2004 	Clothing and clothing access. stores	448	1	15588
8/1/2004 	Clothing stores	4481	1	11380
8/1/2004 	 Men's clothing stores	44811	1	720
8/1/2004 	Women's clothing stores	44812	1	2644
8/1/2004 	Family clothing stores	44814	1	6126
8/1/2004 	Other clothing stores	44819	1	870
8/1/2004 	Shoe stores	4482	1	2280
8/1/2004 	Jewelry stores	44831	1	1800
8/1/2004 	Sporting goods hobby book and music stores	451	1	7163
8/1/2004 	 Sporting goods stores	45111	1	2621
8/1/2004 	 Hobby toy and game stores	45112	1	1016
8/1/2004 	Book stores	451211	1	2120
8/1/2004 	General merchandise stores	452	1	40239
8/1/2004 	Department stores (excl.L.D)	4521	1	17203
8/1/2004 	Department stores (incl. L.D.)(2)	4521	1	17644
8/1/2004 	Department stores(excl. discount department stores)	452111	1	6512
8/1/2004 	Department stores(excl. discount department stores)	452111	1	6713
8/1/2004 	Discount dept. stores	452112	1	10691
8/1/2004 	Discount dept. stores	452112	1	10931
8/1/2004 	Other general merchandise stores	4529	1	23036
8/1/2004 	Warehouse clubs and superstores	45291	1	20016
8/1/2004 	All other gen. merchandise stores	45299	1	3020
8/1/2004 	Miscellaneous store retailers	453	1	8750
8/1/2004 	Office supplies stationery and gift stores	4532	1	3455
8/1/2004 	Office supplies and stationery stores	45321	1	2079
8/1/2004 	Gift novelty and souvenir stores	45322	1	1376
